CustomerID,Age,Gender,Income,Occupation,ShoppingFrequency,AverageTransactionValue,FavoriteProductType,VisitTime,PaymentMethod,CustomerFeedback,LoyaltyProgramParticipation,PurchaseHistory,AnnualExpenditure,MallStayDuration,ResidentialArea,Cluster
CUST1410,51,Male,72403,Freelancer,6,497.76,Beauty,Afternoon,Cash,Neutral,Yes,Groceries,27857,175,Urban,5
CUST1411,28,Male,166158,Manager,5,190.46,Electronics,Evening,Cash,Dissatisfied,No,Groceries,98462,145,Suburban,6
CUST1412,24,Female,78722,Doctor,4,263.31,Fashion,Morning,Credit Card,Very Dissatisfied,No,Mixed,82229,96,Rural,4
CUST1413,52,Female,139886,Freelancer,6,159.68,Fashion,Morning,Cash,Dissatisfied,Yes,Fashion,87365,32,Suburban,2
CUST1414,54,Female,27694,Freelancer,2,196.2,Electronics,Afternoon,Credit Card,Dissatisfied,No,Fashion,88014,88,Urban,4
CUST1415,36,Male,71182,Engineer,4,101.38,Beauty,Afternoon,Mobile Wallet,Very Dissatisfied,Yes,Fashion,67427,114,Suburban,4
CUST1416,59,Female,81092,Student,1,230.53,Technology,Morning,Credit Card,Neutral,No,Electronics,96600,122,Urban,4
CUST1417,36,Male,199425,Student,9,282.3,Groceries,Morning,Credit Card,Very Dissatisfied,Yes,Mixed,47161,72,Urban,3
CUST1418,56,Female,106621,Freelancer,8,218.49,Technology,Afternoon,Credit Card,Satisfied,Yes,Electronics,54101,106,Urban,0
CUST1419,26,Male,171702,Student,11,484.29,Electronics,Afternoon,Debit Card,Very Dissatisfied,No,Mixed,50509,117,Urban,3
CUST1420,31,Female,83153,Doctor,12,302.12,Beauty,Evening,Mobile Wallet,Dissatisfied,Yes,Mixed,27055,90,Urban,5
CUST1421,25,Male,153939,Student,12,116.1,Groceries,Evening,Mobile Wallet,Satisfied,No,Electronics,34678,109,Suburban,7
CUST1422,24,Female,120625,Engineer,14,20.43,Technology,Morning,Cash,Neutral,Yes,Mixed,56182,180,Rural,0
CUST1423,33,Male,149856,Doctor,11,300.71,Technology,Morning,Mobile Wallet,Dissatisfied,Yes,Fashion,4381,95,Rural,7
CUST1424,43,Male,70759,Student,13,60.19,Groceries,Morning,Debit Card,Dissatisfied,No,Electronics,40865,48,Urban,5
CUST1425,58,Female,168093,Student,12,433.54,Technology,Morning,Cash,Neutral,Yes,Electronics,31202,93,Rural,3
CUST1426,56,Male,147580,Doctor,5,335.21,Technology,Morning,Cash,Neutral,Yes,Electronics,14268,154,Urban,7
CUST1427,60,Female,162920,Manager,14,84.56,Groceries,Morning,Cash,Dissatisfied,Yes,Fashion,57320,158,Rural,6
CUST1428,59,Female,65632,Student,4,67.0,Technology,Morning,Mobile Wallet,Very Dissatisfied,No,Fashion,24120,157,Urban,5
CUST1429,59,Female,134488,Doctor,3,407.05,Fashion,Afternoon,Cash,Satisfied,Yes,Fashion,94984,120,Suburban,2
CUST1430,60,Female,58903,Engineer,6,362.95,Electronics,Morning,Credit Card,Satisfied,No,Groceries,71945,64,Rural,4
CUST1431,46,Male,24379,Student,4,432.08,Fashion,Morning,Debit Card,Very Dissatisfied,Yes,Mixed,30748,132,Rural,1
CUST1432,53,Female,146270,Student,4,111.84,Beauty,Evening,Mobile Wallet,Satisfied,No,Mixed,67780,86,Urban,6
CUST1433,46,Female,140622,Student,14,453.81,Fashion,Afternoon,Debit Card,Very Satisfied,Yes,Groceries,35699,174,Rural,7
CUST1434,57,Male,193035,Doctor,15,393.64,Groceries,Evening,Debit Card,Very Satisfied,No,Mixed,94880,157,Rural,6
CUST1435,70,Female,193215,Freelancer,4,421.98,Fashion,Morning,Credit Card,Very Dissatisfied,No,Fashion,34180,164,Rural,3
CUST1436,48,Female,147810,Doctor,7,106.17,Fashion,Afternoon,Mobile Wallet,Very Satisfied,No,Fashion,17879,31,Rural,7
CUST1437,62,Female,80618,Manager,9,224.38,Technology,Afternoon,Mobile Wallet,Neutral,Yes,Electronics,88868,96,Rural,4
CUST1438,56,Male,192834,Manager,4,176.21,Groceries,Afternoon,Mobile Wallet,Satisfied,No,Mixed,15318,146,Rural,3
CUST1439,41,Male,187565,Student,10,111.64,Fashion,Evening,Credit Card,Very Dissatisfied,No,Fashion,93142,154,Urban,6
CUST1440,37,Male,154418,Teacher,14,447.48,Groceries,Morning,Cash,Satisfied,No,Electronics,50694,138,Suburban,6
CUST1441,51,Male,43669,Student,15,90.35,Beauty,Afternoon,Credit Card,Neutral,Yes,Mixed,10039,148,Suburban,1
CUST1442,43,Female,29545,Engineer,1,373.97,Electronics,Morning,Debit Card,Neutral,No,Electronics,80581,95,Suburban,4
CUST1443,40,Male,108643,Manager,12,387.66,Electronics,Morning,Debit Card,Dissatisfied,No,Mixed,81296,36,Suburban,2
CUST1444,37,Female,128123,Student,1,302.1,Electronics,Evening,Debit Card,Neutral,Yes,Fashion,41390,90,Urban,0
CUST1445,57,Female,185986,Student,13,33.41,Fashion,Afternoon,Mobile Wallet,Very Satisfied,No,Fashion,17049,139,Rural,3
CUST1446,28,Female,50676,Manager,4,268.9,Groceries,Evening,Mobile Wallet,Dissatisfied,Yes,Groceries,93620,79,Urban,4
CUST1447,54,Male,80744,Engineer,10,211.02,Fashion,Afternoon,Credit Card,Dissatisfied,No,Mixed,27555,149,Urban,5
CUST1448,26,Male,78090,Doctor,7,128.09,Technology,Evening,Cash,Neutral,No,Fashion,78960,170,Rural,4
CUST1449,43,Female,24435,Teacher,12,363.09,Electronics,Evening,Debit Card,Satisfied,Yes,Electronics,4002,109,Suburban,1
CUST1450,33,Male,143009,Freelancer,6,211.39,Technology,Evening,Mobile Wallet,Dissatisfied,Yes,Mixed,91811,134,Suburban,2
CUST1451,59,Male,97606,Doctor,13,118.87,Technology,Afternoon,Debit Card,Very Satisfied,No,Electronics,35632,70,Rural,5
CUST1452,38,Male,54833,Freelancer,15,331.72,Technology,Morning,Cash,Neutral,No,Groceries,92835,174,Suburban,4
CUST1453,32,Male,85349,Freelancer,8,293.21,Fashion,Morning,Mobile Wallet,Very Dissatisfied,Yes,Groceries,78710,75,Suburban,4
CUST1454,39,Male,139354,Manager,14,72.67,Groceries,Morning,Cash,Dissatisfied,Yes,Fashion,3799,83,Urban,7
CUST1455,31,Male,194556,Teacher,10,88.74,Groceries,Morning,Debit Card,Neutral,Yes,Electronics,91173,170,Urban,6
CUST1456,63,Female,82601,Student,6,364.15,Technology,Evening,Mobile Wallet,Very Dissatisfied,No,Mixed,17787,34,Urban,5
CUST1457,49,Male,23873,Teacher,9,348.77,Groceries,Afternoon,Cash,Dissatisfied,Yes,Mixed,79624,161,Urban,4
CUST1458,45,Male,172111,Manager,2,289.41,Fashion,Afternoon,Credit Card,Very Dissatisfied,Yes,Fashion,98697,143,Rural,6
CUST1459,38,Female,22773,Doctor,1,276.24,Groceries,Evening,Mobile Wallet,Neutral,Yes,Electronics,38165,55,Urban,1
CUST1460,18,Female,142726,Doctor,1,237.3,Beauty,Afternoon,Mobile Wallet,Neutral,Yes,Mixed,34146,149,Suburban,7
CUST1461,36,Female,86115,Engineer,12,282.13,Electronics,Evening,Debit Card,Very Satisfied,Yes,Groceries,62268,175,Rural,4
CUST1462,57,Male,92459,Teacher,3,38.94,Technology,Evening,Cash,Very Dissatisfied,No,Mixed,3438,48,Urban,5
CUST1463,52,Female,24521,Freelancer,10,282.08,Beauty,Morning,Debit Card,Very Dissatisfied,Yes,Fashion,48750,140,Urban,1
CUST1464,19,Male,49518,Engineer,10,243.03,Fashion,Morning,Credit Card,Satisfied,No,Mixed,42623,141,Rural,1
CUST1465,56,Male,56364,Doctor,13,474.52,Fashion,Evening,Debit Card,Dissatisfied,No,Fashion,9145,102,Rural,1
CUST1466,27,Male,156945,Teacher,12,300.86,Beauty,Evening,Cash,Very Dissatisfied,Yes,Fashion,72896,118,Urban,6
CUST1467,19,Male,96666,Freelancer,6,107.31,Groceries,Morning,Debit Card,Very Satisfied,No,Mixed,22105,38,Rural,5
CUST1468,35,Male,159274,Freelancer,14,474.43,Groceries,Afternoon,Debit Card,Satisfied,Yes,Electronics,64841,84,Urban,6
CUST1469,41,Female,152305,Teacher,3,393.03,Groceries,Afternoon,Credit Card,Satisfied,No,Electronics,97686,153,Suburban,6
CUST1470,47,Male,94640,Teacher,3,481.9,Beauty,Morning,Debit Card,Very Dissatisfied,No,Electronics,56012,153,Rural,0
CUST1471,49,Male,43437,Teacher,10,231.57,Technology,Afternoon,Cash,Very Satisfied,No,Mixed,34971,75,Rural,1
CUST1472,70,Male,167289,Freelancer,3,39.12,Technology,Afternoon,Mobile Wallet,Satisfied,No,Groceries,29695,173,Rural,3
CUST1473,26,Female,51812,Teacher,7,57.01,Fashion,Evening,Cash,Dissatisfied,No,Fashion,16438,109,Rural,1
CUST1474,30,Male,64240,Teacher,5,89.02,Fashion,Afternoon,Credit Card,Dissatisfied,Yes,Electronics,64655,158,Urban,4
CUST1475,36,Female,155865,Teacher,13,77.77,Fashion,Evening,Debit Card,Dissatisfied,No,Fashion,75110,96,Suburban,6
CUST1476,36,Male,31760,Doctor,7,172.83,Fashion,Afternoon,Debit Card,Dissatisfied,Yes,Groceries,21377,157,Suburban,1
CUST1477,31,Male,74316,Manager,8,181.68,Beauty,Afternoon,Debit Card,Satisfied,Yes,Groceries,31296,104,Urban,5
CUST1478,46,Male,96253,Engineer,6,255.07,Electronics,Morning,Credit Card,Satisfied,Yes,Electronics,37778,96,Suburban,5
CUST1479,36,Female,92956,Doctor,5,51.93,Electronics,Morning,Credit Card,Dissatisfied,Yes,Groceries,49758,49,Urban,0
CUST1480,70,Male,165635,Teacher,8,31.01,Technology,Afternoon,Mobile Wallet,Very Dissatisfied,No,Mixed,81566,79,Urban,6
CUST1481,53,Female,107185,Student,15,36.59,Electronics,Evening,Debit Card,Very Satisfied,No,Groceries,97690,158,Urban,2
CUST1482,31,Female,22664,Student,11,312.93,Beauty,Morning,Credit Card,Satisfied,Yes,Mixed,76368,46,Urban,4
CUST1483,39,Female,153384,Teacher,13,116.79,Beauty,Evening,Mobile Wallet,Neutral,Yes,Mixed,34383,75,Suburban,7
CUST1484,24,Male,136301,Doctor,14,159.81,Electronics,Evening,Cash,Very Dissatisfied,No,Electronics,82538,130,Rural,2
CUST1485,34,Female,34803,Manager,1,339.27,Groceries,Afternoon,Debit Card,Very Satisfied,Yes,Fashion,63602,128,Suburban,4
CUST1486,47,Male,44909,Freelancer,11,119.08,Groceries,Evening,Mobile Wallet,Very Dissatisfied,Yes,Fashion,60724,121,Urban,4
CUST1487,34,Male,109510,Freelancer,11,445.5,Technology,Evening,Mobile Wallet,Very Satisfied,No,Electronics,68270,138,Urban,2
CUST1488,50,Male,74236,Student,11,138.62,Electronics,Afternoon,Debit Card,Dissatisfied,Yes,Electronics,2438,173,Suburban,5
CUST1489,20,Male,134694,Student,5,317.22,Electronics,Evening,Debit Card,Dissatisfied,No,Electronics,5811,162,Suburban,7
CUST1490,63,Male,114206,Student,8,172.45,Technology,Evening,Credit Card,Very Dissatisfied,No,Mixed,28483,136,Suburban,0
CUST1491,53,Female,199166,Engineer,2,266.17,Beauty,Evening,Debit Card,Very Satisfied,Yes,Electronics,30164,143,Suburban,3
CUST1492,26,Male,175914,Teacher,4,356.73,Fashion,Morning,Credit Card,Satisfied,Yes,Groceries,45337,108,Rural,3
CUST1493,44,Male,68373,Freelancer,3,203.49,Fashion,Evening,Debit Card,Neutral,No,Fashion,67509,47,Suburban,4
CUST1494,69,Male,110663,Student,4,69.03,Groceries,Evening,Mobile Wallet,Very Satisfied,Yes,Mixed,73480,81,Suburban,2
CUST1495,36,Male,183318,Engineer,5,221.52,Beauty,Afternoon,Mobile Wallet,Very Dissatisfied,No,Fashion,57798,110,Rural,6
CUST1496,53,Female,77654,Engineer,11,491.24,Beauty,Morning,Debit Card,Neutral,Yes,Fashion,67934,54,Urban,4
CUST1497,64,Male,88327,Manager,1,380.21,Groceries,Evening,Mobile Wallet,Satisfied,Yes,Mixed,94461,101,Rural,2
CUST1498,54,Female,63270,Teacher,15,34.55,Groceries,Evening,Cash,Neutral,No,Fashion,10589,62,Rural,5
CUST1499,41,Male,121518,Freelancer,1,352.03,Beauty,Morning,Cash,Satisfied,No,Electronics,83209,68,Urban,2
CUST1500,31,Male,125033,Teacher,1,340.27,Groceries,Evening,Cash,Very Dissatisfied,Yes,Mixed,67003,81,Urban,0
CUST1501,45,Female,25153,Freelancer,3,331.39,Technology,Afternoon,Cash,Satisfied,Yes,Fashion,75423,142,Suburban,4
CUST1502,18,Female,195526,Teacher,15,459.24,Electronics,Afternoon,Credit Card,Satisfied,No,Mixed,18795,79,Rural,3
CUST1503,53,Male,144149,Teacher,11,355.92,Technology,Morning,Credit Card,Dissatisfied,No,Fashion,99722,31,Suburban,2
CUST1504,36,Male,22702,Student,8,30.56,Groceries,Afternoon,Cash,Neutral,No,Fashion,43791,44,Suburban,1
CUST1505,20,Female,41978,Engineer,8,76.92,Technology,Afternoon,Mobile Wallet,Neutral,No,Groceries,56352,40,Suburban,4
CUST1506,69,Female,50418,Engineer,1,254.68,Groceries,Evening,Cash,Very Dissatisfied,No,Electronics,33281,138,Suburban,1
CUST1507,51,Female,29234,Doctor,12,346.69,Beauty,Evening,Mobile Wallet,Satisfied,No,Mixed,42955,43,Urban,1
CUST1508,19,Female,192085,Engineer,13,214.59,Beauty,Morning,Cash,Very Satisfied,Yes,Mixed,21735,75,Urban,3
CUST1509,41,Male,180489,Freelancer,5,175.45,Groceries,Afternoon,Debit Card,Very Dissatisfied,Yes,Electronics,87239,102,Rural,6
CUST1510,40,Male,113177,Teacher,14,62.99,Beauty,Morning,Debit Card,Dissatisfied,No,Groceries,35851,44,Rural,0
CUST1511,54,Male,24442,Student,8,300.28,Beauty,Afternoon,Credit Card,Dissatisfied,No,Fashion,55779,163,Rural,1
CUST1512,47,Female,47283,Engineer,5,84.74,Technology,Evening,Cash,Satisfied,Yes,Electronics,11464,42,Rural,1
CUST1513,56,Female,174372,Teacher,7,157.68,Electronics,Evening,Cash,Neutral,Yes,Fashion,22899,36,Urban,3
CUST1514,24,Male,65275,Freelancer,12,94.38,Beauty,Evening,Credit Card,Very Satisfied,Yes,Mixed,13464,141,Suburban,5
CUST1515,32,Male,88856,Teacher,3,317.79,Fashion,Afternoon,Credit Card,Neutral,Yes,Mixed,40506,31,Urban,5
CUST1516,40,Female,190707,Student,3,221.98,Electronics,Evening,Cash,Very Satisfied,No,Electronics,73429,117,Urban,6
CUST1517,21,Male,45431,Manager,12,393.74,Groceries,Morning,Debit Card,Very Satisfied,No,Electronics,18665,103,Rural,1
CUST1518,38,Female,29205,Freelancer,7,197.47,Technology,Morning,Credit Card,Very Dissatisfied,Yes,Electronics,97362,118,Rural,4
CUST1519,46,Female,191375,Engineer,15,317.38,Groceries,Evening,Credit Card,Dissatisfied,Yes,Groceries,46989,42,Suburban,3
CUST1520,42,Male,89268,Doctor,2,94.08,Technology,Morning,Cash,Very Satisfied,No,Mixed,9782,40,Suburban,5
CUST1521,60,Female,61630,Engineer,13,39.56,Technology,Evening,Credit Card,Very Satisfied,Yes,Fashion,26314,102,Rural,5
CUST1522,32,Male,43809,Student,9,392.21,Electronics,Afternoon,Cash,Neutral,Yes,Fashion,37032,55,Urban,1
CUST1523,25,Male,169922,Student,4,214.86,Electronics,Evening,Mobile Wallet,Dissatisfied,No,Fashion,79313,101,Rural,6
CUST1524,52,Male,140367,Teacher,11,272.29,Fashion,Morning,Debit Card,Dissatisfied,No,Fashion,7417,45,Urban,7
CUST1525,63,Male,59402,Student,11,233.81,Beauty,Evening,Credit Card,Dissatisfied,Yes,Fashion,70216,103,Rural,4
CUST1526,38,Female,21298,Manager,15,347.3,Technology,Morning,Cash,Dissatisfied,Yes,Groceries,12921,173,Rural,1
CUST1527,48,Male,145961,Engineer,14,338.49,Beauty,Morning,Credit Card,Satisfied,No,Groceries,41485,98,Urban,7
CUST1528,30,Male,120222,Freelancer,4,214.41,Electronics,Evening,Debit Card,Satisfied,No,Fashion,99682,146,Rural,2
CUST1529,68,Male,136855,Manager,11,389.33,Beauty,Evening,Mobile Wallet,Neutral,Yes,Groceries,5221,165,Rural,7
CUST1530,35,Female,110839,Doctor,8,477.05,Technology,Afternoon,Credit Card,Neutral,No,Electronics,11620,106,Urban,5
CUST1531,38,Female,90407,Engineer,1,278.46,Beauty,Evening,Debit Card,Dissatisfied,Yes,Electronics,77158,169,Suburban,2
CUST1532,56,Female,164513,Teacher,4,371.71,Groceries,Evening,Cash,Very Dissatisfied,Yes,Groceries,4810,93,Urban,7
CUST1533,66,Male,167420,Doctor,11,314.75,Electronics,Afternoon,Cash,Dissatisfied,Yes,Groceries,31154,145,Rural,3
CUST1534,68,Female,92381,Student,4,151.25,Beauty,Afternoon,Credit Card,Dissatisfied,No,Electronics,59572,110,Urban,0
CUST1535,31,Male,190473,Manager,7,266.24,Electronics,Evening,Credit Card,Neutral,No,Electronics,59357,139,Suburban,6
CUST1536,21,Female,119324,Teacher,7,433.78,Beauty,Afternoon,Mobile Wallet,Very Satisfied,Yes,Groceries,72972,96,Rural,2
CUST1537,50,Male,75042,Manager,3,56.72,Electronics,Morning,Mobile Wallet,Very Satisfied,No,Groceries,37970,115,Urban,5
CUST1538,59,Female,137461,Freelancer,10,426.31,Fashion,Evening,Cash,Neutral,Yes,Groceries,36061,71,Urban,7
CUST1539,55,Male,95525,Engineer,7,440.4,Electronics,Evening,Debit Card,Neutral,Yes,Mixed,82944,52,Suburban,2
CUST1540,55,Female,133545,Freelancer,12,34.84,Fashion,Afternoon,Debit Card,Very Dissatisfied,Yes,Electronics,3487,113,Suburban,7
CUST1541,44,Male,138319,Manager,12,260.32,Groceries,Afternoon,Mobile Wallet,Satisfied,Yes,Groceries,16910,152,Rural,7
CUST1542,37,Male,128386,Doctor,12,393.04,Fashion,Morning,Mobile Wallet,Very Satisfied,No,Mixed,52986,69,Urban,0
CUST1543,34,Male,136336,Freelancer,10,168.31,Groceries,Afternoon,Credit Card,Very Satisfied,No,Groceries,74744,61,Urban,2
CUST1544,56,Male,123406,Doctor,11,492.08,Electronics,Evening,Mobile Wallet,Neutral,Yes,Electronics,86500,113,Suburban,2
CUST1545,53,Male,23315,Engineer,4,209.9,Groceries,Morning,Cash,Very Dissatisfied,No,Groceries,63109,97,Rural,4
CUST1546,32,Male,36568,Freelancer,3,354.56,Electronics,Afternoon,Mobile Wallet,Satisfied,Yes,Mixed,50303,158,Urban,1
CUST1547,69,Male,160050,Doctor,9,389.0,Electronics,Evening,Mobile Wallet,Very Dissatisfied,No,Electronics,31720,155,Rural,7
CUST1548,37,Male,59433,Student,11,150.34,Electronics,Afternoon,Mobile Wallet,Very Satisfied,No,Groceries,62201,112,Urban,4
CUST1549,24,Male,68949,Freelancer,7,253.27,Technology,Afternoon,Debit Card,Very Dissatisfied,No,Mixed,59702,52,Urban,4
CUST1550,48,Female,105611,Doctor,15,130.82,Technology,Afternoon,Credit Card,Dissatisfied,No,Fashion,96321,81,Rural,2
CUST1551,23,Male,183855,Engineer,10,86.97,Fashion,Afternoon,Credit Card,Dissatisfied,Yes,Electronics,74793,180,Urban,6
CUST1552,68,Female,45841,Teacher,7,403.29,Groceries,Afternoon,Cash,Neutral,Yes,Fashion,26494,122,Urban,1
CUST1553,29,Male,99422,Freelancer,2,429.06,Fashion,Evening,Credit Card,Very Satisfied,No,Groceries,62754,145,Urban,0
CUST1554,37,Female,196136,Student,11,115.59,Beauty,Afternoon,Cash,Very Satisfied,Yes,Electronics,85026,113,Urban,6
CUST1555,60,Male,36723,Student,1,372.88,Electronics,Afternoon,Debit Card,Very Dissatisfied,No,Groceries,47053,136,Suburban,1
CUST1556,42,Female,185047,Freelancer,1,348.05,Technology,Morning,Cash,Dissatisfied,No,Groceries,68196,92,Rural,6
CUST1557,65,Female,99269,Freelancer,1,67.63,Groceries,Afternoon,Credit Card,Very Dissatisfied,Yes,Electronics,72412,121,Urban,2
CUST1558,39,Female,132699,Teacher,5,136.8,Technology,Morning,Mobile Wallet,Neutral,No,Electronics,57482,138,Suburban,0
CUST1559,44,Female,141513,Freelancer,3,58.68,Groceries,Evening,Cash,Very Dissatisfied,No,Electronics,83807,174,Urban,2
CUST1560,27,Male,99289,Doctor,11,149.65,Beauty,Afternoon,Cash,Satisfied,No,Groceries,89127,65,Urban,2
CUST1561,53,Female,72489,Manager,7,151.5,Beauty,Afternoon,Mobile Wallet,Dissatisfied,No,Fashion,44039,57,Suburban,5
CUST1562,30,Female,121827,Engineer,3,61.8,Groceries,Morning,Credit Card,Dissatisfied,No,Electronics,58447,116,Rural,0
CUST1563,63,Male,140033,Student,8,133.52,Fashion,Morning,Credit Card,Satisfied,No,Fashion,6361,49,Urban,7
CUST1564,31,Male,45148,Engineer,14,264.0,Beauty,Evening,Cash,Neutral,Yes,Groceries,22180,37,Suburban,1
CUST1565,42,Male,118297,Freelancer,3,430.58,Electronics,Morning,Credit Card,Very Dissatisfied,Yes,Fashion,81268,48,Urban,2
CUST1566,29,Female,136342,Manager,5,499.19,Beauty,Evening,Credit Card,Satisfied,Yes,Groceries,91219,94,Urban,2
CUST1567,27,Female,68090,Freelancer,1,355.95,Technology,Morning,Mobile Wallet,Dissatisfied,Yes,Fashion,72709,167,Suburban,4
CUST1568,52,Female,126482,Engineer,11,484.4,Beauty,Evening,Mobile Wallet,Very Dissatisfied,No,Fashion,24160,34,Rural,7
CUST1569,66,Male,21526,Freelancer,11,335.8,Technology,Morning,Debit Card,Dissatisfied,Yes,Groceries,98183,66,Urban,4
CUST1570,36,Female,27007,Teacher,6,240.38,Technology,Evening,Mobile Wallet,Neutral,No,Fashion,49806,36,Rural,1
CUST1571,23,Male,185430,Freelancer,3,305.01,Technology,Evening,Cash,Satisfied,Yes,Electronics,4734,46,Urban,3
CUST1572,56,Male,24299,Student,10,460.44,Technology,Morning,Debit Card,Neutral,No,Fashion,37945,130,Suburban,1
CUST1573,47,Female,26171,Freelancer,9,404.29,Electronics,Afternoon,Credit Card,Very Satisfied,No,Mixed,52345,100,Urban,1
CUST1574,31,Male,92177,Engineer,15,147.13,Technology,Morning,Credit Card,Neutral,No,Fashion,8968,87,Rural,5
CUST1575,52,Female,52831,Freelancer,3,67.31,Technology,Morning,Debit Card,Neutral,Yes,Groceries,43941,172,Suburban,1
CUST1576,35,Male,39309,Teacher,9,357.23,Fashion,Evening,Credit Card,Dissatisfied,No,Electronics,18834,68,Urban,1
CUST1577,51,Female,41469,Manager,13,210.84,Electronics,Morning,Debit Card,Neutral,No,Mixed,12085,143,Urban,1
CUST1578,36,Male,30920,Manager,7,343.9,Electronics,Afternoon,Credit Card,Satisfied,No,Mixed,17669,116,Urban,1
CUST1579,44,Female,39119,Doctor,9,376.09,Fashion,Morning,Mobile Wallet,Dissatisfied,No,Mixed,99324,152,Rural,4
CUST1580,65,Male,98304,Manager,4,441.76,Fashion,Morning,Credit Card,Satisfied,No,Mixed,41548,174,Rural,0
CUST1581,22,Male,33403,Manager,3,431.11,Groceries,Evening,Debit Card,Neutral,No,Mixed,22593,180,Rural,1
CUST1582,22,Male,195242,Teacher,2,356.95,Technology,Afternoon,Credit Card,Satisfied,No,Mixed,94342,100,Suburban,6
CUST1583,31,Male,103397,Teacher,3,152.07,Technology,Morning,Credit Card,Neutral,Yes,Mixed,87701,166,Urban,2
CUST1584,64,Female,172562,Student,15,450.88,Technology,Morning,Mobile Wallet,Neutral,No,Groceries,20744,164,Suburban,3
CUST1585,38,Male,120167,Freelancer,7,432.79,Groceries,Evening,Debit Card,Neutral,Yes,Electronics,88887,123,Rural,2
CUST1586,33,Male,169383,Student,6,183.53,Beauty,Afternoon,Debit Card,Dissatisfied,No,Electronics,72495,76,Rural,6
CUST1587,33,Female,39461,Engineer,1,67.85,Fashion,Afternoon,Credit Card,Very Satisfied,No,Fashion,8490,110,Urban,1
CUST1588,45,Female,153426,Manager,14,329.76,Technology,Evening,Debit Card,Dissatisfied,Yes,Groceries,28930,127,Urban,7
CUST1589,55,Female,100673,Doctor,6,435.35,Beauty,Afternoon,Cash,Satisfied,No,Electronics,46383,32,Suburban,0
CUST1590,59,Female,126992,Manager,12,41.23,Beauty,Morning,Credit Card,Very Dissatisfied,No,Mixed,93545,117,Urban,2
CUST1591,45,Female,47843,Engineer,15,427.38,Beauty,Evening,Credit Card,Neutral,No,Mixed,47149,67,Suburban,1
CUST1592,35,Female,50898,Student,4,240.25,Groceries,Morning,Cash,Dissatisfied,No,Mixed,22422,99,Rural,1
CUST1593,69,Male,115941,Student,14,201.86,Beauty,Evening,Cash,Satisfied,Yes,Electronics,86227,53,Urban,2
CUST1594,41,Female,25441,Doctor,7,439.27,Beauty,Afternoon,Mobile Wallet,Dissatisfied,Yes,Electronics,53226,107,Urban,1
CUST1595,38,Female,135978,Freelancer,1,316.89,Fashion,Morning,Cash,Dissatisfied,Yes,Fashion,82603,149,Urban,2
CUST1596,34,Male,140628,Teacher,12,448.61,Electronics,Morning,Cash,Very Satisfied,No,Groceries,75492,171,Urban,2
CUST1597,29,Male,149472,Engineer,10,56.18,Electronics,Afternoon,Mobile Wallet,Very Satisfied,No,Fashion,56413,109,Rural,6
CUST1598,66,Female,105710,Manager,4,111.78,Electronics,Morning,Debit Card,Satisfied,No,Electronics,64272,165,Rural,0
CUST1599,25,Male,26156,Teacher,15,294.35,Beauty,Morning,Mobile Wallet,Very Satisfied,Yes,Mixed,55807,160,Rural,1
CUST1600,61,Male,78314,Freelancer,11,312.1,Groceries,Morning,Credit Card,Very Dissatisfied,Yes,Electronics,18939,141,Rural,5
CUST1601,20,Female,195614,Doctor,14,371.37,Beauty,Evening,Credit Card,Satisfied,Yes,Groceries,86475,62,Urban,6
CUST1602,25,Male,148992,Engineer,7,252.89,Beauty,Evening,Credit Card,Satisfied,Yes,Fashion,85170,78,Urban,6
CUST1603,32,Female,74515,Student,2,297.24,Groceries,Morning,Debit Card,Very Satisfied,No,Electronics,59330,98,Rural,4
CUST1604,50,Female,50343,Engineer,15,426.13,Technology,Evening,Debit Card,Dissatisfied,No,Groceries,84924,148,Suburban,4
CUST1605,57,Female,131022,Student,11,392.19,Electronics,Morning,Credit Card,Satisfied,No,Groceries,20542,154,Urban,7
CUST1606,50,Female,161076,Engineer,10,260.29,Fashion,Morning,Cash,Very Dissatisfied,No,Groceries,59593,136,Urban,6
CUST1607,35,Female,77472,Doctor,12,293.37,Technology,Morning,Credit Card,Very Dissatisfied,No,Mixed,43009,82,Suburban,5
CUST1608,58,Female,80755,Freelancer,2,40.42,Beauty,Afternoon,Debit Card,Satisfied,No,Electronics,40842,128,Suburban,5
CUST1609,66,Female,171279,Engineer,12,385.37,Technology,Afternoon,Cash,Very Satisfied,No,Mixed,35352,111,Urban,3
CUST1610,22,Male,82091,Freelancer,4,159.12,Technology,Evening,Mobile Wallet,Satisfied,No,Fashion,50929,161,Suburban,5
CUST1611,23,Female,80883,Teacher,7,411.11,Electronics,Morning,Credit Card,Very Satisfied,Yes,Electronics,90085,122,Rural,4
CUST1612,58,Female,131496,Doctor,15,229.18,Beauty,Morning,Cash,Satisfied,Yes,Fashion,59987,81,Rural,0
CUST1613,36,Male,66337,Student,2,23.05,Technology,Evening,Mobile Wallet,Very Dissatisfied,Yes,Mixed,66790,133,Rural,4
CUST1614,64,Male,109564,Doctor,12,35.86,Beauty,Morning,Mobile Wallet,Very Satisfied,Yes,Electronics,80625,126,Rural,2
CUST1615,50,Female,23945,Teacher,1,165.15,Electronics,Afternoon,Debit Card,Satisfied,No,Mixed,84033,70,Urban,4
CUST1616,49,Male,137855,Teacher,14,375.7,Beauty,Afternoon,Debit Card,Very Dissatisfied,No,Fashion,65902,151,Urban,0
